Byte pair encoding,"Byte pair encoding or digram coding is a simple form of data compression in which the most common pair of consecutive bytes of data is replaced with a byte that does not occur within that data. A table of the replacements is required to rebuild the original data. The algorithm was first described publicly by Philip Gage in a February 1994 article ""A New Algorithm for Data Compression"" in the C Users Journal.",[u'Lossless compression algorithms'],"[u'A-law algorithm', u'Adaptive Huffman coding', u'Adaptive differential pulse-code modulation', u'Algebraic code-excited linear prediction', u'Arithmetic coding', u'Audio codec', u'Audio compression (data)', u'Average bitrate', u'Bit rate', u'Burrows\u2013Wheeler transform', u'Byte', u'Canonical Huffman code', u'Chain code', u'Chroma subsampling', u'Code-excited linear prediction', u'Coding tree unit', u'Color space', u'Companding', u'Compression artifact', u'Constant bitrate', u'Context tree weighting', u'Convolution', u'DEFLATE', u'Data compression', u'Deblocking filter', u'Delta encoding', u'Dictionary coder', u'Differential pulse-code modulation', u'Discrete cosine transform', u'Display resolution', u'Dynamic Markov compression', u'Dynamic range', u'Elias gamma coding', u'Embedded Zerotrees of Wavelet transforms', u'Entropy (information theory)', u'Entropy encoding', u'Exponential-Golomb coding', u'Fibonacci coding', u'Film frame', u'Fourier transform', u'Fractal compression', u'Frame rate', u'Golomb coding', u'Huffman coding', u'Image compression', u'Image resolution', u'Information theory', u'Interlaced video', u'Karhunen\u2013Lo\xe8ve theorem', u'Kolmogorov complexity', u'LZ4 (compression algorithm)', u'LZ77 and LZ78', u'LZJB', u'LZRW', u'LZWL', u'LZX (algorithm)', u'Lapped transform', u'Latency (audio)', u'Lempel\u2013Ziv\u2013Markov chain algorithm', u'Lempel\u2013Ziv\u2013Oberhumer', u'Lempel\u2013Ziv\u2013Stac', u'Lempel\u2013Ziv\u2013Storer\u2013Szymanski', u'Lempel\u2013Ziv\u2013Welch', u'Levenshtein coding', u'Line spectral pairs', u'Linear predictive coding', u'Log area ratio', u'Lossless compression', u'Lossy compression', u'Macroblock', u'Modified Huffman coding', u'Modified discrete cosine transform', u'Motion compensation', u'Move-to-front transform', u'Nyquist\u2013Shannon sampling theorem', u'PAQ', u'Peak signal-to-noise ratio', u'Pixel', u'Prediction by partial matching', u'Psychoacoustics', u'Pyramid (image processing)', u'Quantization (image processing)', u'Quantization (signal processing)', u'Range encoding', u'Rate\u2013distortion theory', u'Recursion', u'Redundancy (information theory)', u'Run-length encoding', u'Sampling (signal processing)', u'Set partitioning in hierarchical trees', u'Shannon coding', u'Shannon\u2013Fano coding', u'Shannon\u2013Fano\u2013Elias coding', u'Sound quality', u'Speech coding', u'Standard test image', u'Statistical Lempel\u2013Ziv', u'Sub-band coding', u'Timeline of information theory', u'Tunstall coding', u'Unary coding', u'Universal code (data compression)', u'Variable bitrate', u'Video', u'Video codec', u'Video compression', u'Video compression picture types', u'Video quality', u'Warped linear predictive coding', u'Wavelet compression', u'\u039c-law algorithm']"
C4.5 algorithm,"C4.5 is an algorithm used to generate a decision tree developed by Ross Quinlan. C4.5 is an extension of Quinlan's earlier ID3 algorithm. The decision trees generated by C4.5 can be used for classification, and for this reason, C4.5 is often referred to as a statistical classifier.
It became quite popular after ranking #1 in the Top 10 Algorithms in Data Mining pre-eminent paper published by Springer LNCS in 2008.

","[u'All NPOV disputes', u'All articles lacking in-text citations', u'Articles lacking in-text citations from July 2008', u'Classification algorithms', u'Decision trees', u'NPOV disputes from August 2011']","[u'Boosting (meta-algorithm)', u'Data mining', u'Decision tree learning', u'Entropy (information theory)', u'ID3 algorithm', u'Information gain', u'Java (programming language)', u'Lecture Notes in Computer Science', u'Open source', u'Pseudocode', u'Ross Quinlan', u'Springer Science+Business Media', u'Statistical classification', u'Weka (machine learning)', u'Winnow (algorithm)']"
CYK algorithm,"In computer science, the Cocke–Younger–Kasami algorithm (alternatively called CYK, or CKY) is a parsing algorithm for context-free grammars, named after its inventors, John Cocke, Daniel Younger and Tadao Kasami. It employs bottom-up parsing and dynamic programming.
The standard version of CYK operates only on context-free grammars given in Chomsky normal form (CNF). However any context-free grammar may be transformed to a CNF grammar expressing the same language (Sipser 1997).
The importance of the CYK algorithm stems from its high efficiency in certain situations. Using Landau symbols, the worst case running time of CYK is , where n is the length of the parsed string and |G| is the size of the CNF grammar G. This makes it one of the most efficient parsing algorithms in terms of worst-case asymptotic complexity, although other algorithms exist with better average running time in many practical scenarios.",[u'Parsing algorithms'],"[u'Air Force Cambridge Research Laboratories', u'Algorithm', u'Analysis of algorithms', u'Asymptotic complexity', u'Big O Notation', u'Boolean matrix', u'Bottom-up parsing', u'Chomsky normal form', u'CiteSeer', u'Computational Intelligence (journal)', u'Computer science', u'Context-free grammar', u'Coppersmith\u2013Winograd algorithm', u'Courant Institute of Mathematical Sciences', u'Digital object identifier', u'Donald Knuth', u'Dynamic programming', u'Earley parser', u'Formal grammar', u'GLR parser', u'Information and Computation', u'International Standard Book Number', u'John Cocke', u'Journal of Computer and System Sciences', u'Journal of the ACM', u'Landau symbol', u'Leslie Valiant', u'Matrix multiplication algorithm', u'Michael Sipser', u'New York University', u'Packrat parser', u'Parse tree', u'Parser', u'Parsing', u'Pseudocode', u'Recognizer', u'Stochastic context-free grammar', u'Tadao Kasami', u'The Art of Computer Programming', u'Weighted context-free grammar']"
Cache algorithms,"In computing, cache algorithms (also frequently called cache replacement algorithms or cache replacement policies) are optimizing instructions—​or algorithms—​that a computer program or a hardware-maintained structure can follow in order to manage a cache of information stored on the computer. When the cache is full, the algorithm must choose which items to discard to make room for the new ones.","[u'Cache (computing)', u'Memory management algorithms', u'Use dmy dates from August 2012']","[u'ARM architecture', u'Adaptive Replacement Cache', u'Algorithm', u'Benchmark (computing)', u'CPU cache', u'CPU caches', u'Cache-oblivious algorithm', u'Cache (computing)', u'Cache coherency', u'Cache pollution', u'Clock with Adaptive Replacement', u'Computer (magazine)', u'Computer program', u'Computing', u'Digital object identifier', u'Distributed cache', u'International Standard Book Number', u'LIRS caching algorithm', u'Least-Frequently Used', u'Locality of reference', u'L\xe1szl\xf3 B\xe9l\xe1dy', u'Multi Queue (MQ) caching algorithm', u'Nimrod Megiddo', u'Optimization (computer science)', u'Page replacement algorithm', u'Pseudo-LRU', u'VLDB', u'Yuanyuan Zhou']"
Cannon's algorithm,"In computer science, Cannon's algorithm is a distributed algorithm for matrix multiplication for two-dimensional meshes first described in 1969 by Lynn Elliot Cannon.
It is especially suitable for computers laid out in an N × N mesh. While Cannon's algorithm works well in homogeneous 2D grids, extending it to heterogeneous 2D grids has been shown to be difficult.
The main advantage of the algorithm is that its storage requirements remain constant and are independent of the number of processors.
The Scalable Universal Matrix Multiplication Algorithm (SUMMA) is a more practical algorithm that requires less workspace and overcomes the need for a square 2D grid. It is used by the ScaLAPACK, PLAPACK, and Elemental libraries.","[u'All stub articles', u'Applied mathematics stubs', u'Distributed algorithms', u'Matrix multiplication algorithms']","[u'Algorithm for matrix multiplication', u'Applied mathematics', u'Basic Linear Algebra Subprograms', u'CPU cache', u'Cache-oblivious algorithm', u'Comparison of linear algebra libraries', u'Comparison of numerical analysis software', u'Computer science', u'Distributed algorithm', u'Floating point', u'Lynn Elliot Cannon', u'Matrix decomposition', u'Matrix multiplication', u'Matrix multiplication algorithm', u'Mesh networking', u'Multiprocessing', u'Numerical linear algebra', u'Numerical stability', u'PLAPACK', u'SIMD', u'ScaLAPACK', u'Sparse matrix', u'System of linear equations', u'Systolic array', u'Translation lookaside buffer']"
Canopy clustering algorithm,"The canopy clustering algorithm is an unsupervised pre-clustering algorithm introduced by Andrew McCallum, Kamal Nigam and Lyle Ungar in 2000. It is often used as preprocessing step for the K-means algorithm or the Hierarchical clustering algorithm. It is intended to speed up clustering operations on large data sets, where using another algorithm directly may be impractical due to the size of the data set.
The algorithm proceeds as follows, using two thresholds  (the loose distance) and  (the tight distance), where  .
Begin with the set of data points to be clustered.
Remove a point from the set, beginning a new 'canopy'.
For each point left in the set, assign it to the new canopy if the distance less than the loose distance .
If the distance of the point is additionally less than the tight distance , remove it from the original set.
Repeat from step 2 until there are no more data points in the set to cluster.
These relatively cheaply clustered canopies can be sub-clustered using a more expensive but accurate algorithm.
An important note is that individual data points may be part of several canopies. As an additional speed-up, an approximate and fast distance metric can be used for 3, where a more accurate and slow distance metric can be used for step 4.
Since the algorithm uses distance functions and requires the specification of distance thresholds, its applicability for high-dimensional data is limited by the curse of dimensionality. Only when a cheap and approximative – low-dimensional – distance function is available, the produced canopies will preserve the clusters produced by K-means.

","[u'Algorithms and data structures stubs', u'All articles with dead external links', u'All stub articles', u'Articles with dead external links from September 2015', u'Computer science stubs', u'Data clustering algorithms', u'Statistical algorithms']","[u'Algorithm', u'Andrew McCallum', u'Computer cluster', u'Curse of dimensionality', u'Data clustering', u'Data set', u'Data structure', u'Digital object identifier', u'Hierarchical clustering', u'K-means algorithm']"
Chaitin's algorithm,"Chaitin's algorithm is a bottom-up, graph coloring register allocation algorithm that uses cost/degree as its spill metric. It is named after its designer, Gregory Chaitin. Chaitin's algorithm was the first register allocation algorithm that made use of coloring of the interference graph for both register allocations and spilling.
Chaitin's algorithm was presented on the 1982 SIGPLAN Symposium on Compiler Construction, and published in the symposium proceedings. It was extension of an earlier 1981 paper on the use of graph coloring for register allocation. Chaitin's algorithm formed the basis of a large section of research into register allocators.

",[u'Graph algorithms'],"[u'Algorithm', u'Graph coloring', u'Gregory Chaitin', u'Interference graph', u'Register allocation', u'SIGPLAN', u'Spill metric']"
Chakravala method,"The chakravala method (Sanskrit: चक्रवाल विधि) is a cyclic algorithm to solve indeterminate quadratic equations, including Pell's equation. It is commonly attributed to Bhāskara II, (c. 1114 – 1185 CE) although some attribute it to Jayadeva (c. 950 ~ 1000 CE). Jayadeva pointed out that Brahmagupta's approach to solving equations of this type could be generalized, and he then described this general method, which was later refined by Bhāskara II in his Bijaganita treatise. He called it the Chakravala method: chakra meaning ""wheel"" in Sanskrit, a reference to the cyclic nature of the algorithm. E. O. Selenius held that no European performances at the time of Bhāskara, nor much later, exceeded its marvellous height of mathematical complexity.
This method is also known as the cyclic method and contains traces of mathematical induction.","[u'Articles containing Sanskrit-language text', u'Brahmagupta', u'Diophantine equations', u'Indian mathematics', u'Number theoretic algorithms']","[u'AKS primality test', u'Adleman\u2013Pomerance\u2013Rumely primality test', u'Algebra', u'Algorithm', u'Ancient Egyptian multiplication', u'Baby-step giant-step', u'Baillie\u2013PSW primality test', u""Bhaskara's lemma"", u'Bh\u0101skara II', u'Bijaganita', u'Binary GCD algorithm', u'Brahmagupta', u""Brahmagupta's identity"", u""Cipolla's algorithm"", u'Continued fraction', u'Continued fraction factorization', u""Cornacchia's algorithm"", u'Discrete logarithm', u""Dixon's factorization method"", u'Edmund F. Robertson', u'Elliptic curve primality', u'Elliptic curve primality proving', u'Euclidean algorithm', u""Euler's factorization method"", u'Europe', u'Extended Euclidean algorithm', u""Fermat's factorization method"", u'Fermat primality test', u'Florian Cajori', u'Function field sieve', u""F\xfcrer's algorithm"", u'General number field sieve', u'Generating primes', u'Greatest common divisor', u'Hermann Hankel', u'Indeterminate equation', u'Index calculus algorithm', u'Integer factorization', u'Integer square root', u'International Standard Book Number', u'Jayadeva (mathematician)', u""John J. O'Connor (mathematician)"", u'John Stillwell', u'Karatsuba algorithm', u'Lagrange', u""Lehmer's GCD algorithm"", u'Lenstra elliptic curve factorization', u'Lenstra\u2013Lenstra\u2013Lov\xe1sz lattice basis reduction algorithm', u'Long multiplication', u'Lucas primality test', u'Lucas\u2013Lehmer primality test', u'Lucas\u2013Lehmer\u2013Riesel test', u'MacTutor History of Mathematics archive', u'Mathematical induction', u'Miller\u2013Rabin primality test', u'Modular exponentiation', u'Multiplication algorithm', u'Number theory', u""Pell's equation"", u'Pierre de Fermat', u""Pocklington's algorithm"", u'Pocklington primality test', u'Pohlig\u2013Hellman algorithm', u""Pollard's kangaroo algorithm"", u""Pollard's p \u2212 1 algorithm"", u""Pollard's rho algorithm"", u""Pollard's rho algorithm for logarithms"", u'Primality test', u""Proth's theorem"", u""P\xe9pin's test"", u'Quadratic Frobenius test', u'Quadratic equation', u'Quadratic residue', u'Quadratic sieve', u'Rational sieve', u'Sanskrit', u'Sanskrit language', u""Schoof's algorithm"", u'Sch\xf6nhage\u2013Strassen algorithm', u""Shanks' square forms factorization"", u""Shor's algorithm"", u'Sieve of Atkin', u'Sieve of Eratosthenes', u'Sieve of Sundaram', u'Solovay\u2013Strassen primality test', u'Special number field sieve', u'Springer Science+Business Media', u'Square root', u'The American Mathematical Monthly', u'Tonelli\u2013Shanks algorithm', u'Toom\u2013Cook multiplication', u'Trial division', u'University of St Andrews', u'Wheel factorization', u'William Brouncker, 2nd Viscount Brouncker', u""Williams' p + 1 algorithm""]"
Chan's algorithm,"In computational geometry, Chan's algorithm, named after Timothy M. Chan, is an optimal output-sensitive algorithm to compute the convex hull of a set P of n points, in 2- or 3-dimensional space. The algorithm takes O(n log h) time, where h is the number of vertices of the output (the convex hull). In the planar case, the algorithm combines an O(n log n) algorithm (Graham scan, for example) with Jarvis march, in order to obtain an optimal O(n log h) time. Chan's algorithm is notable because it is much simpler than the Kirkpatrick–Seidel algorithm, and it naturally extends to 3-dimensional space. This paradigm has been independently developed by Frank Nielsen in his Ph. D. thesis.",[u'Convex hull algorithms'],"[u'Binary search', u'Computational Geometry', u'Computational geometry', u'Convex hull', u'Discrete and Computational Geometry', u'Gift wrapping algorithm', u'Graham scan', u'Jarvis march', u'Kirkpatrick\u2013Seidel algorithm', u'Output-sensitive algorithm', u'Timothy M. Chan', u'Trapezoid']"
Christofides algorithm,"The goal of the Christofides approximation algorithm (named after Nicos Christofides) is to find a solution to the instances of the traveling salesman problem where the edge weights satisfy the triangle inequality. Let  be an instance of TSP, i.e.  is a complete graph on the set  of vertices with weight function  assigning a nonnegative real weight to every edge of .

","[u'Approximation algorithms', u'Graph algorithms', u'Spanning tree', u'Travelling salesman problem']","[u'Approximation algorithm', u'Complete graph', u'Degree (graph theory)', u'Eulerian circuit', u'Eulerian path', u'Hamiltonian circuit', u'Minimum spanning tree', u'Multigraph', u'Perfect matching', u'Pseudo-code', u'Traveling salesman problem', u'Triangle inequality']"
Clock with Adaptive Replacement,"In a computer operating system that uses paging for virtual memory management, page replacement algorithms decide which memory pages to page out (swap out, write to disk) when a page of memory needs to be allocated. Paging happens when a page fault occurs and a free page cannot be used to satisfy the allocation, either because there are none, or because the number of free pages is lower than some threshold.
When the page that was selected for replacement and paged out is referenced again it has to be paged in (read in from disk), and this involves waiting for I/O completion. This determines the quality of the page replacement algorithm: the less time waiting for page-ins, the better the algorithm. A page replacement algorithm looks at the limited information about accesses to the pages provided by hardware, and tries to guess which pages should be replaced to minimize the total number of page misses, while balancing this with the costs (primary storage and processor time) of the algorithm itself.
The page replacing problem is a typical online problem from the competitive analysis perspective in the sense that the optimal deterministic algorithm is known.","[u'All Wikipedia articles needing clarification', u'All articles with unsourced statements', u'Articles with unsourced statements from June 2008', u'Memory management algorithms', u'Online algorithms', u'Use dmy dates from August 2012', u'Virtual memory', u'Wikipedia articles needing clarification from August 2011', u'Wikipedia articles needing clarification from January 2014']","[u'ARM architecture', u'Adaptive Replacement Cache', u'Adaptive replacement cache', u'Amortized analysis', u""B\xe9l\xe1dy's anomaly"", u'Cache algorithms', u'Clairvoyance', u'Computer', u'Demand paging', u'Digital object identifier', u'Dirty bit', u'FreeBSD', u'Full duplex', u'Garbage collection (computer science)', u'Hash table', u'Intel i860', u'Journaling file system', u'Kernel (computer science)', u'Linux', u'Linux kernel', u'Locality of reference', u'L\xe1szl\xf3 B\xe9l\xe1dy', u'Memory management', u'Memory management (operating systems)', u'OS/390', u'Object-oriented programming', u'Online algorithm', u'Online problem', u'OpenVMS', u'Operating system', u'Page fault', u'Page replacement algorithm', u'Paging', u'Prefetch input queue', u'Scheduling (computing)', u'Solaris (operating system)', u'The LIRS caching algorithm', u'Tree data structure', u'VAX', u'VAX/VMS', u'Virtual memory', u'Working set']"
Closest pair problem,"The closest pair of points problem or closest pair problem is a problem of computational geometry: given n points in metric space, find a pair of points with the smallest distance between them. The closest pair problem for points in the Euclidean plane was among the first geometric problems which were treated at the origins of the systematic study of the computational complexity of geometric algorithms.
A naive algorithm of finding distances between all pairs of points and selecting the minimum requires O(dn2) time. It turns out that the problem may be solved in O(n log n) time in a Euclidean space or Lp space of fixed dimension d. In the algebraic decision tree model of computation, the O(n log n) algorithm is optimal. The optimality follows from the observation that the element uniqueness problem (with the lower bound of Ω(n log n) for time complexity) is reducible to the closest pair problem: checking whether the minimal distance is 0 after the solving of the closest pair problem answers the question whether there are two coinciding points.
In the computational model which assumes that the floor function is computable in constant time the problem can be solved in O(n log log n) time. If we allow randomization to be used together with the floor function, the problem can be solved in O(n) time.","[u'All articles with unsourced statements', u'Articles with example pseudocode', u'Articles with unsourced statements from October 2015', u'Geometric algorithms']","[u'Algebraic decision tree', u'Analysis of algorithms', u'Big O notation', u'Bounding box', u'Brute-force search', u'Charles E. Leiserson', u'Clifford Stein', u'Computational geometry', u'Dan Hoey', u'Data structure', u'Delaunay triangulation', u'Divide and conquer (algorithm)', u'Dynamic problem (algorithms)', u'Element uniqueness problem', u'Euclidean space', u'Floor function', u'GIS', u'IEEE', u'Introduction to Algorithms', u'Lp space', u'Master theorem', u'Metric space', u'Michael Ian Shamos', u'Model of computation', u'Nearest neighbor search', u'Recursion', u'Ronald L. Rivest', u'SIAM J. Comput.', u'Set (abstract data type)', u'Set cover problem', u'Symposium on Foundations of Computer Science', u'Thomas H. Cormen', u'Voronoi diagram']"
Cocktail sort,"Cocktail sort, also known as bidirectional bubble sort, cocktail shaker sort, shaker sort (which can also refer to a variant of selection sort), ripple sort, shuffle sort, or shuttle sort, is a variation of bubble sort that is both a stable sorting algorithm and a comparison sort. The algorithm differs from a bubble sort in that it sorts in both directions on each pass through the list. This sorting algorithm is only marginally more difficult to implement than a bubble sort, and solves the problem of turtles in bubble sorts. It provides only marginal performance improvements, and does not improve asymptotic performance; like the bubble sort, it is not of practical interest (insertion sort is preferred for simple sorts), though it finds some use in education.","[u'Articles with example pseudocode', u'Comparison sorts', u'Sorting algorithms', u'Stable sorts']","[u'Adaptive sort', u'American flag sort', u'Array data structure', u'Batcher odd\u2013even mergesort', u'Bead sort', u'Best, worst and average case', u'Big O notation', u'Bitonic sorter', u'Block sort', u'Bogosort', u'Bubble sort', u'Bucket sort', u'Burstsort', u'Cartesian tree', u'Cascade merge sort', u'Comb sort', u'Comparison sort', u'Computational complexity theory', u'Counting sort', u'Cycle sort', u'Flashsort', u'Gnome sort', u'Heapsort', u'Hybrid algorithm', u'In-place algorithm', u'Insertion sort', u'Integer sorting', u'Introsort', u'JSort', u'Library sort', u'List (computing)', u'Merge sort', u'Odd\u2013even sort', u'Oscillating merge sort', u'Pairwise sorting network', u'Pancake sorting', u'Patience sorting', u'Pigeonhole sort', u'Polyphase merge sort', u'Proxmap sort', u'Quicksort', u'Radix sort', u'Selection algorithm', u'Selection sort', u'Shellsort', u'Smoothsort', u'Sorting algorithm', u'Sorting network', u'Spaghetti sort', u'Splaysort', u'Spreadsort', u'Stable sort', u'Stooge sort', u'Strand sort', u'The Art of Computer Programming', u'Timsort', u'Topological sorting', u'Total order', u'Tournament sort', u'Tree sort']"
Comb sort,Comb sort is a relatively simple sorting algorithm originally designed by Włodzimierz Dobosiewicz in 1980. Later it was rediscovered by Stephen Lacey and Richard Box in 1991. Comb sort improves on bubble sort.,"[u'All articles needing additional references', u'Articles needing additional references from March 2011', u'Articles with example pseudocode', u'Comparison sorts', u'Sorting algorithms']","[u'Adaptive sort', u'American flag sort', u'Array data structure', u'Batcher odd\u2013even mergesort', u'Bead sort', u'Best, worst and average case', u'Big O notation', u'Bitonic sorter', u'Block sort', u'Bogosort', u'Bubble sort', u'Bubblesort', u'Bucket sort', u'Burstsort', u'Byte Magazine', u'Cartesian tree', u'Cascade merge sort', u'Cocktail sort', u'Comparison sort', u'Computational complexity theory', u'Counting sort', u'Cycle sort', u'Digital object identifier', u'Flashsort', u'Gnome sort', u'Heapsort', u'Hybrid algorithm', u'In-place algorithm', u'Information Processing Letters', u'Insertion sort', u'Integer sorting', u'Introsort', u'JSort', u'Library sort', u'List (computing)', u'Merge sort', u'Odd\u2013even sort', u'Oscillating merge sort', u'Pairwise sorting network', u'Pancake sorting', u'Patience sorting', u'Pigeonhole sort', u'Polyphase merge sort', u'Proxmap sort', u'Quicksort', u'Radix sort', u'Selection algorithm', u'Selection sort', u'Shell sort', u'Shellsort', u'Smoothsort', u'Sorting algorithm', u'Sorting network', u'Spaghetti sort', u'Splaysort', u'Spreadsort', u'Stooge sort', u'Strand sort', u'Swap (computer science)', u'Timsort', u'Topological sorting', u'Total order', u'Tournament sort', u'Tree sort']"
Cone algorithm,"In computational geometry, the cone algorithm is an algorithm for identifying the particles that are near the surface of an object composed of discrete particles. Its applications include computational surface science and computational nano science. The cone algorithm was first described in a publication about nanogold in 2005.
The cone algorithm works well with clusters in condensed phases, including solid and liquid phases. It can handle the situations when one configuration includes multiple clusters or when holes exist inside clusters. It can also be applied to a cluster iteratively to identify multiple sub-surface layers.

","[u'Geometric algorithms', u'Molecular modelling software']","[u'Algorithm', u'Computational geometry', u'Digital object identifier', u'Nanogold', u'Nanotechnology', u'Surface science']"
Cone tracing,"Cone tracing and beam tracing are a derivative of the ray tracing algorithm that replaces rays, which have no thickness, with thick rays.

","[u'Computer graphics', u'Global illumination algorithms']","[u'Airy disc', u'Algorithm', u'Aliasing', u'Beam tracing', u'Computer graphics', u'Depth of field', u'Distributed ray tracing', u'Focal plane', u'Gaussian filter', u'Global illumination', u'Image noise', u'Lanczos resampling', u'Light transport theory', u'Mipmap', u'Monte Carlo method', u'Nyquist\u2013Shannon sampling theorem', u'Pinhole camera', u'Point spread function', u'Ray tracing (graphics)', u'Rectangular function', u'Sample (signal)', u'Sinc function', u'Solid angle', u'Sparse voxel octree']"
Congruence of squares,"In number theory, a congruence of squares is a congruence commonly used in integer factorization algorithms.","[u'All articles lacking sources', u'Articles lacking sources from December 2009', u'Integer factorization algorithms', u'Modular arithmetic']","[u'Congruence relation', u'Continued fraction factorization', u""Dixon's factorization method"", u'Equation', u'Euclidean algorithm', u'Factor base', u""Fermat's factorization method"", u'General number field sieve', u'Greatest common divisor', u'Integer', u'Integer factorization', u'Number theory', u'Quadratic sieve']"
Context tree weighting,"The context tree weighting method (CTW) is a lossless compression and prediction algorithm by Willems, Shtarkov & Tjalkens 1995. The CTW algorithm is among the very few such algorithms that offer both theoretical guarantees and good practical performance (see, e.g. Begleiter, El-Yaniv & Yona 2004). The CTW algorithm is an “ensemble method,” mixing the predictions of many underlying variable order Markov models, where each such model is constructed using zero-order conditional probability estimators.","[u'All stub articles', u'Computer science stubs', u'Lossless compression algorithms']","[u'A-law algorithm', u'Adaptive Huffman coding', u'Adaptive differential pulse-code modulation', u'Algebraic code-excited linear prediction', u'Arithmetic coding', u'Audio codec', u'Audio compression (data)', u'Average bitrate', u'Bit rate', u'Burrows\u2013Wheeler transform', u'Byte pair encoding', u'Canonical Huffman code', u'Chain code', u'Chroma subsampling', u'Code-excited linear prediction', u'Coding tree unit', u'Color space', u'Companding', u'Compression artifact', u'Computer science', u'Constant bitrate', u'Convolution', u'DEFLATE', u'Data compression', u'Deblocking filter', u'Delta encoding', u'Dictionary coder', u'Differential pulse-code modulation', u'Discrete cosine transform', u'Display resolution', u'Dynamic Markov compression', u'Dynamic range', u'Elias gamma coding', u'Embedded Zerotrees of Wavelet transforms', u'Entropy (information theory)', u'Entropy encoding', u'Exponential-Golomb coding', u'Fibonacci coding', u'Film frame', u'Fourier transform', u'Fractal compression', u'Frame rate', u'Golomb coding', u'Huffman coding', u'Image compression', u'Image resolution', u'Information theory', u'Interlaced video', u'Journal of Artificial Intelligence Research', u'Karhunen\u2013Lo\xe8ve theorem', u'Kolmogorov complexity', u'LZ4 (compression algorithm)', u'LZ77 and LZ78', u'LZJB', u'LZRW', u'LZWL', u'LZX (algorithm)', u'Lapped transform', u'Latency (audio)', u'Lempel\u2013Ziv\u2013Markov chain algorithm', u'Lempel\u2013Ziv\u2013Oberhumer', u'Lempel\u2013Ziv\u2013Stac', u'Lempel\u2013Ziv\u2013Storer\u2013Szymanski', u'Lempel\u2013Ziv\u2013Welch', u'Levenshtein coding', u'Line spectral pairs', u'Linear predictive coding', u'Log area ratio', u'Lossless compression', u'Lossy compression', u'Macroblock', u'Markov model', u'Modified Huffman coding', u'Modified discrete cosine transform', u'Motion compensation', u'Move-to-front transform', u'Nyquist\u2013Shannon sampling theorem', u'PAQ', u'Peak signal-to-noise ratio', u'Pixel', u'Prediction by partial matching', u'Psychoacoustics', u'Pyramid (image processing)', u'Quantization (image processing)', u'Quantization (signal processing)', u'Range encoding', u'Rate\u2013distortion theory', u'Redundancy (information theory)', u'Run-length encoding', u'Sampling (signal processing)', u'Set partitioning in hierarchical trees', u'Shannon coding', u'Shannon\u2013Fano coding', u'Shannon\u2013Fano\u2013Elias coding', u'Sound quality', u'Speech coding', u'Standard test image', u'Statistical Lempel\u2013Ziv', u'Sub-band coding', u'Timeline of information theory', u'Tunstall coding', u'Unary coding', u'Universal code (data compression)', u'Variable bitrate', u'Video', u'Video codec', u'Video compression', u'Video compression picture types', u'Video quality', u'Warped linear predictive coding', u'Wavelet compression', u'\u039c-law algorithm']"
Convex hull algorithms,"Algorithms that construct convex hulls of various objects have a broad range of applications in mathematics and computer science.
In computational geometry, numerous algorithms are proposed for computing the convex hull of a finite set of points, with various computational complexities.
Computing the convex hull means that a non-ambiguous and efficient representation of the required convex shape is constructed. The complexity of the corresponding algorithms is usually estimated in terms of n, the number of input points, and h, the number of points on the convex hull.",[u'Convex hull algorithms'],"[u'Algebraic decision tree', u'Analysis of algorithms', u'Big O notation', u'CGAL', u""Chan's algorithm"", u'Charles E. Leiserson', u'Clifford Stein', u'Computational geometry', u'Computer science', u'Convex function', u'Convex hull', u'Convex polygon', u'Convex polyhedron', u'Convex polytope', u'Data structure', u'David Avis', u'David G. Kirkpatrick', u'David Mount', u'Decision tree model', u'Digital object identifier', u'Dynamic convex hull', u'Eric W. Weisstein', u'Face (geometry)', u'Franco P. Preparata', u'G. T. Toussaint', u'Gift wrapping algorithm', u'Godfried Toussaint', u'Graham scan', u'Half-space (geometry)', u'Integer sorting', u'International Standard Book Number', u'Introduction to Algorithms', u'Kirkpatrick\u2013Seidel algorithm', u'Linear time', u'Luc Devroye', u'Marc van Kreveld', u'Mark Overmars', u'Mark de Berg', u'MathWorld', u'Mathematics', u'Orthogonal convex hull', u'Otfried Schwarzkopf', u'Output-sensitive algorithm', u'Parabola', u'Quadrilateral', u'Quickhull', u'Quicksort', u'Raimund Seidel', u'Reduction (complexity)', u'Ronald Graham', u'Ronald L. Rivest', u'S.J. Hong', u'Selim Akl', u'Simple polygon', u'Sorting', u'Springer-Verlag', u'Thomas H. Cormen', u'Timothy M. Chan', u'Ultimate convex hull algorithm']"
